follower_id,following_id,follow_date
2084,2854,2023-07-10
3048,2403,2023-07-13
1248,4027,2024-07-13
1182,3039,2025-06-16
2616,4067,2023-08-11
2644,4762,2024-09-22
3020,2358,2024-05-24
3917,1038,2023-12-20
3019,141,2024-06-10
4484,2065,2023-08-25
1619,821,2023-08-16
430,3494,2024-01-10
4076,2134,2024-12-27
1612,4253,2025-01-10
2942,2631,2024-04-09
1769,681,2024-11-05
3343,3579,2025-01-14
768,4924,2025-06-21
3395,603,2025-03-15
1022,3763,2024-11-26
1029,3258,2024-02-26
1173,1796,2024-08-13
2283,477,2024-01-28
1206,2450,2024-10-04
1335,2201,2024-10-11
3441,4909,2025-03-31
4584,2342,2023-08-26
1734,4219,2025-03-02
2340,4613,2023-11-07
3173,330,2024-10-10
373,36,2024-08-08
4475,376,2024-08-24
170,4961,2024-07-14
7,2478,2023-07-30
4038,897,2023-12-13
3889,681,2025-04-04
4733,2341,2023-07-14
3954,4392,2024-08-22
1441,481,2025-02-09
4186,3906,2023-09-01
2192,4639,2025-03-09
2673,1904,2024-05-15
3798,3122,2024-09-24
315,4293,2024-06-29
3907,4827,2024-07-17
3896,4899,2024-09-09
1009,3084,2024-10-27
1658,2957,2024-06-28
3541,418,2024-11-04
3308,4035,2024-10-30
2203,1619,2025-03-26
2093,2377,2024-03-04
3634,2540,2024-01-07
3605,3052,2023-12-14
3898,3501,2024-06-09
3362,315,2024-08-03
4281,329,2023-10-03
2797,2148,2025-02-04
4372,548,2025-01-13
3693,1092,2024-05-04
1420,4281,2024-04-15
437,689,2023-11-22
3623,488,2024-04-28
2299,353,2025-03-29
1349,2991,2025-02-22
4518,2217,2023-09-14
2495,3042,2025-01-31
556,1442,2024-09-08
4264,3894,2024-02-07
4552,768,2023-07-26
32,213,2025-02-28
3994,2583,2024-10-12
922,966,2024-07-05
453,770,2023-09-08
2327,3086,2023-08-21
4701,2116,2025-06-18
3018,1196,2024-12-22
672,3377,2024-11-08
1665,3338,2025-05-17
1290,2494,2023-09-05
2099,4321,2024-01-15
1941,3576,2023-08-12
4040,3472,2024-05-13
3334,1622,2024-01-20
4114,2808,2025-02-18
1933,3722,2025-03-07
4423,3757,2024-09-28
1343,1653,2024-12-22
1127,3081,2024-05-02
3180,1526,2024-12-02
4025,4505,2025-02-24
3919,60,2025-03-02
205,4424,2025-04-04
4189,2011,2024-06-07
2875,1905,2024-12-12
980,4940,2024-02-13
1368,2869,2024-06-21
2926,264,2024-01-17
2458,2015,2024-11-30
1091,3748,2024-03-18
1443,4141,2024-04-18
3914,3219,2025-06-04
3497,501,2025-05-09
1620,473,2023-12-31
1441,2526,2025-04-19
1134,3579,2025-04-18
4246,4792,2024-02-17
3446,1881,2024-09-11
196,1150,2025-05-05
1332,4138,2023-09-30
29,452,2023-12-11
1044,3403,2023-10-21
338,3634,2024-01-29
1461,2297,2023-12-13
2829,624,2023-11-13
985,3863,2024-07-01
3091,192,2025-06-01
2890,1253,2024-11-03
3533,78,2025-03-27
1814,1708,2025-01-19
2628,2845,2024-04-03
578,357,2025-05-30
784,4555,2023-10-17
2176,3904,2023-11-03
3177,3307,2024-12-02
3668,966,2023-12-06
4158,3301,2025-03-22
2723,2489,2024-03-20
327,4390,2024-02-15
3625,3273,2023-08-08
3812,1821,2024-06-20
3744,1940,2024-09-16
3402,666,2024-08-17
2330,460,2025-02-10
1828,329,2023-12-04
973,3019,2023-07-06
4312,3652,2024-12-17
933,4224,2024-11-15
1813,3348,2024-08-24
3399,934,2024-06-22
2156,3422,2024-07-20
144,465,2024-07-14
4162,3086,2025-05-01
4920,4208,2023-11-11
2303,3878,2025-06-19
4437,482,2024-07-04
234,4358,2025-04-08
1830,851,2024-06-26
230,4451,2024-10-06
1945,3900,2025-06-02
1007,4934,2023-12-22
642,4423,2024-03-22
383,4239,2024-04-17
2088,4970,2025-04-05
56,3969,2025-03-22
996,2602,2025-05-16
2963,4490,2024-03-29
614,549,2024-10-20
2384,432,2024-07-21
634,3056,2024-02-04
1456,1341,2023-11-11
1526,760,2025-01-24
2625,324,2025-02-22
1128,1469,2024-04-02
3083,3233,2024-04-26
4406,4339,2025-01-04
4980,144,2025-03-28
2788,3331,2023-07-05
769,4133,2024-09-09
3812,3722,2024-07-29
3833,3440,2024-11-13
962,1822,2023-08-22
1080,4205,2024-07-08
2480,248,2024-12-04
4000,2224,2025-01-18
496,675,2023-08-27
3222,4496,2024-03-08
1098,4036,2025-03-31
4572,1693,2024-03-12
4389,543,2023-12-29
201,983,2024-02-19
4819,2943,2024-07-13
3724,1759,2025-05-06
1338,97,2025-03-29
905,1490,2023-12-18
2611,2201,2024-01-11
256,3188,2025-06-17
3360,4330,2023-06-29
2886,4346,2024-01-30
2414,4557,2025-01-30
2319,1203,2025-01-04
1307,3928,2024-04-28
2389,2086,2024-11-24
473,2708,2024-06-19
4645,4243,2024-08-23
3749,691,2024-01-22
4087,3941,2024-05-31
65,3183,2024-05-08
249,396,2024-08-08
2652,1240,2025-01-17
2152,4137,2025-05-31
611,4057,2025-04-02
3340,4808,2024-05-25
4333,1800,2024-07-09
2783,1730,2025-01-06
4909,654,2025-02-15
735,3943,2024-04-17
3446,1414,2024-04-20
4188,1641,2024-05-28
2962,3889,2024-09-06
3413,4853,2024-03-15
2460,2412,2024-02-19
4486,3099,2025-03-01
2131,4011,2024-07-13
1221,2500,2025-02-19
2576,997,2024-04-06
948,66,2025-05-29
2737,2826,2025-01-21
1043,165,2024-03-23
2239,3633,2024-02-19
3658,4170,2024-11-18
2455,4111,2024-09-26
3228,1046,2025-02-19
2780,3973,2024-09-05
2365,3221,2024-06-02
3669,3748,2024-10-20
3321,436,2023-10-11
2051,3905,2024-01-21
2977,2398,2024-09-14
1757,3112,2025-05-29
1588,4844,2024-06-29
4492,4685,2025-02-11
2121,2068,2024-10-30
3427,4820,2024-03-17
3911,2078,2024-06-11
2702,3240,2024-07-11
3843,1874,2024-10-27
642,3496,2024-01-31
1050,3358,2025-05-08
2345,604,2023-12-18
1269,722,2023-09-16
4892,2726,2024-01-01
234,4690,2023-09-13
4451,2007,2023-12-15
2105,1292,2024-05-23
264,3786,2024-10-25
1602,250,2023-08-29
666,2892,2025-05-02
4588,1353,2024-03-23
4601,1666,2024-10-23
2457,246,2024-10-22
2089,4002,2023-07-29
4077,1593,2025-06-04
834,4608,2025-02-20
2725,2034,2024-05-24
111,1681,2023-12-05
4905,754,2025-06-25
4418,1275,2023-10-27
1623,1829,2023-10-09
4828,152,2023-10-11
3369,3488,2023-09-27
12,4260,2024-01-17
3903,1506,2023-09-04
3295,3266,2023-09-25
3150,4956,2025-06-20
1105,3206,2024-12-13
4481,3057,2024-04-15
65,4985,2025-04-17
4646,4591,2023-12-06
383,4926,2025-06-05
4735,3379,2023-08-22
2545,3634,2025-02-23
1454,3749,2025-01-15
1672,3361,2024-02-16
3973,4645,2024-02-08
2787,4604,2024-07-02
1294,1524,2024-05-03
4800,186,2023-08-02
3648,1139,2023-07-23
1427,2354,2023-12-01
2345,1760,2024-08-23
3480,2552,2024-12-20
4942,3471,2024-08-31
4796,2892,2025-03-07
4090,998,2024-06-28
3793,3556,2024-01-25
314,2908,2025-06-07
3910,1854,2025-04-11
3442,3111,2024-01-13
1425,1116,2025-04-30
3354,4240,2024-06-30
1012,75,2024-08-15
1706,1682,2024-03-28
1526,2199,2025-04-14
4409,1568,2025-06-12
3796,4901,2025-02-17
962,4837,2025-06-27
638,3336,2024-04-12
3883,2238,2024-10-04
2719,4741,2023-12-17
4588,3147,2024-12-07
2030,3689,2023-08-16
3032,4965,2024-09-06
4550,1216,2024-12-06
329,1778,2024-09-07
2935,4533,2024-04-09
1428,2734,2025-01-09
1457,357,2024-05-22
1939,4981,2025-04-20
266,3625,2024-02-13
783,3368,2024-08-15
1494,1168,2024-03-16
511,4997,2024-05-10
3972,4655,2024-12-19
2448,4162,2025-03-27
2468,2119,2024-04-08
992,4982,2024-07-17
1164,4633,2023-12-08
1306,3479,2024-05-01
3169,902,2023-11-17
194,1887,2025-02-04
3799,3499,2023-10-30
2899,3117,2024-02-24
3454,2674,2023-07-14
905,2293,2023-11-19
2391,565,2024-12-03
4498,1595,2024-10-29
4599,3063,2024-01-11
4780,887,2023-07-01
2133,816,2025-05-14
4283,188,2023-10-05
1816,1365,2024-09-12
3254,4212,2023-12-03
3435,668,2025-02-17
3667,2400,2024-10-03
2698,1680,2024-11-28
1294,1607,2024-07-20
896,1228,2024-04-18
4253,4874,2024-08-11
2990,1630,2023-10-13
4543,3743,2024-03-02
2105,1918,2024-12-14
2121,3061,2024-07-08
1393,2934,2024-06-13
3729,4495,2023-12-14
4398,917,2024-07-18
2309,202,2025-04-23
3708,507,2023-08-09
1472,2509,2024-10-21
4192,2939,2024-11-03
2908,3284,2023-08-09
4484,1297,2024-06-03
4243,8,2024-09-22
4116,3892,2025-05-29
4422,1191,2025-06-15
4104,2148,2025-02-11
1114,2074,2024-12-04
2097,121,2023-11-05
250,290,2024-11-18
726,4901,2024-08-17
3441,4719,2023-12-10
811,2252,2024-08-18
2704,1585,2025-02-09
1263,2189,2024-07-01
4936,3172,2024-08-13
3302,2278,2024-01-01
306,326,2023-12-31
1621,579,2024-09-15
2087,1385,2023-09-07
1735,4400,2025-05-30
1690,2447,2023-11-10
3846,1047,2025-02-28
841,3174,2025-06-01
1364,738,2024-02-06
971,1628,2025-05-24
2137,3878,2023-09-02
3683,2809,2023-12-23
1402,4573,2024-04-06
1231,3788,2023-11-02
527,4925,2024-04-23
100,4645,2025-03-10
2236,2792,2023-12-20
1047,2908,2024-06-12
3073,2734,2023-10-18
4302,19,2023-08-17
3083,2712,2023-12-16
3113,3720,2024-01-12
822,4526,2024-08-12
3930,79,2023-07-03
1906,2238,2023-09-09
257,1727,2024-09-06
2803,1870,2023-09-11
2871,502,2024-01-21
1149,1885,2024-05-24
271,1927,2024-06-05
1423,741,2024-02-17
4749,1193,2023-11-25
282,2764,2024-12-22
1854,587,2024-01-11
4522,2891,2023-10-11
2539,2967,2024-01-16
1973,1752,2025-06-24
821,1568,2023-10-12
638,340,2024-03-12
545,3056,2024-10-11
3357,1190,2024-06-19
1465,4698,2023-07-13
4446,2645,2024-01-29
220,4949,2025-04-27
993,3165,2023-08-13
89,1245,2024-07-15
222,3632,2024-10-30
912,177,2024-11-24
4310,4744,2025-06-28
2183,3193,2025-05-26
2894,473,2024-04-18
2083,3464,2023-11-16
3593,4649,2024-12-05
153,732,2023-12-22
455,3505,2024-04-14
4696,3330,2024-06-19
2776,8,2023-09-25
1614,4788,2024-02-29
2399,2422,2023-11-27
472,4366,2023-09-30
2611,3606,2024-01-02
4566,65,2024-03-25
1561,1725,2023-11-24
196,3208,2024-01-25
4954,854,2024-07-25
1453,3451,2025-02-28
4783,1370,2023-11-03
4439,1514,2025-03-29
1783,1582,2023-12-01
395,3956,2024-11-23
629,3579,2024-02-21
4293,3172,2023-08-18
2936,1158,2023-10-14
2734,4178,2024-02-17
3976,1003,2023-12-30
3850,4791,2024-12-07
3605,3153,2024-01-24
1052,4978,2025-01-18
2318,4477,2024-03-12
4450,2423,2024-03-16
1811,864,2024-01-22
821,312,2025-03-26
2551,3827,2023-09-23
4347,4373,2023-07-04
3913,1084,2024-07-20
4811,4109,2023-09-05
574,4302,2024-11-28
3799,535,2023-07-06
4643,2619,2025-04-14
4856,3245,2024-09-18
2809,351,2023-10-31
349,3533,2024-08-07
4011,2033,2023-12-19
4045,3619,2023-09-13
1554,840,2023-12-06
1081,1225,2023-09-30
3918,2591,2025-06-09
388,1780,2024-08-31
3228,2081,2024-01-23
1895,4565,2024-04-25
4287,4696,2024-06-02
520,156,2025-06-12
187,3707,2023-11-29
1076,2117,2024-08-18
292,4126,2024-08-01
1725,1956,2025-06-15
1308,3227,2024-11-21
4885,1217,2024-01-03
2917,3825,2024-09-02
2200,3742,2023-10-18
4282,208,2024-12-11
2473,4113,2024-02-21
681,4780,2024-07-12
2906,1194,2023-07-22
1143,4597,2025-06-06
3431,443,2024-11-17
3113,2391,2024-06-07
310,4336,2025-04-22
4899,3796,2024-02-08
4644,1096,2025-04-20
310,4018,2025-05-07
507,580,2024-02-19
1673,4029,2024-07-08
2030,297,2025-03-29
3792,3376,2024-06-10
3703,2332,2024-01-09
3920,4006,2024-03-18
1967,4465,2023-09-19
2836,1590,2024-08-27
4038,3077,2023-08-09
2074,2495,2024-10-07
1674,240,2023-09-09
4720,4493,2024-03-12
4674,968,2023-12-12
3874,3538,2023-12-13
4631,4123,2023-08-08
3869,3353,2023-11-14
3637,4690,2024-07-29
4302,1302,2023-12-21
4553,1208,2025-02-13
21,2095,2024-12-18
4935,4859,2024-11-16
4678,4963,2024-09-24
4500,108,2024-04-17
1814,3742,2024-07-18
1278,3547,2024-05-17
2799,2887,2025-04-21
2807,2705,2024-03-06
1798,4728,2023-09-02
2769,1663,2024-01-10
4146,4351,2025-05-24
2430,4254,2025-01-18
569,4735,2024-07-03
4407,3951,2025-03-22
3717,4324,2025-04-30
2399,4516,2024-01-07
3739,3022,2024-05-15
2844,1653,2025-06-18
436,3357,2024-02-24
899,933,2024-06-21
3999,2611,2025-03-04
2258,338,2023-08-12
2841,3667,2024-04-04
3680,747,2024-12-21
3618,4512,2024-11-07
3334,4924,2025-01-03
168,4214,2024-12-19
4640,3569,2024-10-14
1183,3786,2024-08-10
4999,2254,2024-09-09
876,830,2024-03-30
139,3126,2024-02-22
1632,253,2025-03-11
2045,1911,2024-08-05
252,2594,2024-05-12
1837,2475,2023-08-20
2278,3027,2024-10-01
2873,3735,2024-11-19
4680,3459,2024-02-26
4427,2529,2024-07-24
4099,75,2023-07-06
1680,4065,2024-05-02
4251,4412,2025-05-22
1481,4077,2024-05-29
4948,20,2025-06-12
2355,3425,2024-05-02
3899,4512,2024-03-24
268,3432,2024-05-26
211,4919,2023-08-19
2131,2707,2023-12-25
858,4593,2024-03-02
1171,2912,2023-07-13
1772,4474,2024-10-10
4469,599,2024-10-17
3828,2398,2024-01-07
872,3891,2025-02-13
2134,3815,2023-10-12
3090,4312,2024-03-14
2597,656,2023-08-04
550,3210,2025-03-17
1667,695,2023-09-01
4214,1614,2025-04-12
668,3093,2025-05-27
1136,534,2023-07-13
1798,2014,2025-02-25
3626,2736,2024-06-01
4001,295,2025-04-18
2545,4259,2023-10-19
298,2153,2024-10-03
4002,2816,2023-11-07
4152,2447,2024-06-07
4030,3327,2024-10-27
3710,4739,2024-12-28
380,681,2024-08-23
2232,2050,2023-10-23
4409,2561,2024-03-30
1271,49,2024-12-09
519,1768,2023-10-18
913,3019,2023-08-12
4497,3197,2024-11-11
1995,4613,2024-11-09
3656,3601,2025-02-08
2233,1832,2024-09-06
2797,2804,2024-08-19
3560,3350,2024-05-23
821,3347,2025-03-03
611,1785,2024-02-23
2079,3567,2023-07-14
3421,2677,2024-08-24
4617,1880,2024-07-15
4725,732,2024-01-16
4567,4698,2025-05-12
3110,2734,2023-08-15
2144,3315,2024-03-08
3173,3757,2024-02-25
3173,844,2024-12-18
678,4747,2025-06-23
4910,1690,2025-04-12
1229,2940,2025-01-02
4089,751,2024-05-05
4426,3441,2024-11-22
4471,40,2025-01-07
4768,1108,2025-02-09
2122,3623,2025-02-05
4134,3234,2024-11-13
2429,2091,2023-11-17
2462,2221,2025-06-07
4899,4404,2024-12-25
1497,2926,2025-05-18
2090,668,2024-03-25
4513,1636,2024-07-10
3555,2765,2024-06-13
2640,4970,2024-08-12
106,4210,2024-02-06
4497,1818,2024-07-07
107,607,2023-07-13
4006,3701,2024-06-06
4904,2832,2025-04-18
61,816,2025-02-20
985,3536,2024-12-10
3210,2134,2024-08-01
1506,3276,2025-02-01
1858,1541,2024-05-17
4316,2018,2024-03-17
2106,1965,2024-03-02
4298,4449,2024-09-28
108,4052,2024-05-10
4102,423,2024-01-26
3633,170,2023-12-28
1053,891,2023-08-28
4944,4248,2025-03-27
2657,3018,2023-08-10
1540,3447,2025-05-06
455,1228,2023-11-20
4024,462,2024-01-28
1733,885,2025-04-05
4926,2553,2023-06-29
1067,466,2024-03-02
290,3126,2023-09-06
1385,3733,2024-11-05
3954,3364,2024-11-13
1890,3929,2025-03-17
2595,1647,2024-12-19
3249,4538,2024-04-30
4027,3670,2024-12-12
3861,4009,2025-06-19
4775,2182,2025-06-28
1824,2297,2024-03-12
2450,2098,2024-04-14
2584,4315,2024-06-06
4015,296,2024-01-11
1038,1318,2024-02-19
4203,1840,2025-04-28
4415,4131,2024-07-28
3774,4124,2025-03-26
2646,1208,2025-01-26
3283,2091,2024-06-05
4339,4344,2024-06-13
3129,1455,2024-11-11
2626,4176,2023-10-04
2955,657,2024-08-13
4905,2608,2024-06-24
4321,3927,2024-10-09
2729,266,2024-11-04
466,4926,2024-08-16
532,2234,2024-07-22
3800,1524,2025-05-24
1660,1019,2024-01-14
1568,3362,2024-01-28
589,1852,2023-07-14
4259,3350,2023-11-18
3021,761,2024-03-27
4975,3696,2024-04-08
4485,830,2024-08-06
2034,2108,2024-09-08
29,2081,2024-02-03
1183,1913,2024-04-24
2705,2087,2024-01-07
2711,1934,2024-02-20
4033,1957,2024-11-22
4565,1976,2025-05-01
2577,2109,2025-03-17
418,2706,2025-02-07
3791,1700,2024-05-22
1849,1271,2023-12-25
2588,4711,2023-07-14
2062,2498,2025-01-26
4059,2922,2024-07-23
3635,749,2024-03-05
1033,2948,2025-06-24
2591,2984,2024-10-05
2875,776,2024-09-14
949,3772,2024-09-09
1654,2734,2024-02-18
282,3209,2024-08-19
3488,4175,2023-12-05
4916,1221,2025-04-27
4458,4965,2024-03-18
2605,4227,2023-07-27
2442,4278,2024-06-16
969,4972,2024-07-31
3624,3493,2024-12-08
4438,3510,2023-08-22
783,2388,2023-07-14
3603,2954,2024-03-15
4948,3400,2023-11-06
3157,4857,2025-04-03
1352,3690,2024-07-23
1118,2686,2024-11-04
1024,2303,2024-12-17
1440,4007,2025-01-11
4017,1312,2025-04-06
2694,1882,2024-01-13
1305,2688,2024-10-10
3698,777,2025-03-06
2861,4720,2024-12-20
1138,4052,2025-06-18
4165,4862,2025-03-17
2841,3127,2023-10-02
1848,4862,2024-11-05
2047,120,2025-06-27
2918,4805,2024-09-02
1551,1286,2025-04-12
4215,1833,2024-03-03
3337,1816,2024-03-27
491,1658,2024-08-11
1941,2740,2023-11-08
4142,4311,2024-02-09
1716,982,2024-06-21
4991,1055,2024-03-26
2445,4406,2024-11-03
3656,4947,2023-12-20
4060,4276,2024-11-09
2356,308,2023-10-12
1299,95,2024-06-16
4538,3077,2023-08-04
2752,1185,2023-08-14
3564,3607,2024-01-20
189,4936,2024-04-25
3007,4229,2025-05-31
386,4695,2025-03-05
296,2350,2025-06-19
4273,4262,2024-11-30
3896,1158,2024-10-07
4006,3416,2023-11-29
1767,4222,2024-03-22
4441,1564,2025-01-01
3949,1014,2024-02-28
2453,1400,2024-12-08
871,4599,2024-12-07
1533,1891,2024-08-31
4494,1395,2025-05-14
1519,928,2024-01-06
2692,4957,2024-07-19
1903,1324,2025-03-22
1245,3692,2025-02-26
584,4311,2023-08-04
2991,4104,2023-12-01
2644,1058,2025-05-27
2221,4335,2023-08-02
293,2460,2024-03-26
1448,1594,2023-07-04
4428,2283,2023-12-12
2455,3953,2025-02-03
99,367,2024-05-15
1653,1605,2024-02-02
738,1251,2024-09-06
526,1138,2024-12-31
217,3681,2024-01-08
3292,4830,2024-11-28
3437,2181,2024-12-23
738,4902,2024-01-01
4521,557,2025-06-19
685,3536,2024-05-11
901,4143,2025-02-14
4,1392,2025-01-04
365,2365,2024-07-19
1151,4535,2023-12-21
3094,152,2023-08-21
2204,744,2024-01-04
758,4810,2024-05-10
3199,272,2024-05-08
2022,3654,2024-06-12
2091,167,2025-06-14
4812,3206,2024-08-13
4964,2484,2024-01-08
3579,1029,2025-05-27
1467,2827,2024-08-20
1034,4152,2024-01-04
2979,145,2024-02-04
4284,202,2023-09-30
1656,667,2024-04-05
4589,2018,2024-11-03
127,1167,2025-04-04
460,1983,2025-03-08
1777,1500,2025-06-24
2880,181,2024-07-16
3194,3721,2024-12-16
2229,3372,2024-03-16
4474,676,2025-01-12
2423,3579,2023-07-21
988,2720,2024-10-06
1708,797,2024-11-17
3186,981,2024-08-23
234,634,2024-02-18
615,1591,2024-07-06
4856,4373,2025-04-15
1908,4770,2025-03-26
3662,58,2023-09-15
981,1148,2025-03-09
580,742,2025-01-29
1733,1623,2023-10-24
2292,1491,2023-11-30
179,4745,2023-10-14
276,2386,2024-06-03
2037,462,2025-02-26
4592,3105,2023-09-29
292,3393,2023-07-04
437,3936,2025-03-09
2149,1444,2024-10-24
2831,3428,2024-01-07
1611,212,2024-06-29
1776,1637,2024-10-19
418,2028,2025-05-17
26,2436,2024-03-23
832,3482,2024-01-31
4254,1466,2023-12-25
4037,4254,2023-12-20
4176,3990,2024-08-03
4139,1961,2024-06-08
3984,2892,2023-10-28
3665,247,2023-10-28
4987,2502,2024-12-26
2478,92,2025-01-13
803,989,2025-04-09
2668,4983,2025-02-27
2739,738,2024-05-22
1733,2285,2023-10-26
3339,849,2025-04-28
2502,1429,2025-04-07
758,2138,2025-01-29
1001,857,2023-10-17
906,2360,2025-03-07
3759,3144,2024-04-01
4443,2064,2024-10-08
655,4101,2024-10-22
1570,4625,2024-05-20
3752,2501,2024-02-23
4263,2208,2024-11-05
1732,4548,2024-08-31
1416,2837,2024-03-15
3600,1137,2025-05-21
3760,757,2025-06-10
287,3654,2023-07-16
4556,4358,2024-01-16
2436,1119,2024-10-02
3844,4267,2025-03-29
153,1921,2023-07-03
1340,1865,2023-12-30
16,1560,2024-11-25
1646,3705,2023-10-18
1818,2283,2024-10-19
4937,1704,2025-05-20
1689,2701,2025-01-18
384,457,2024-04-01
4981,3553,2025-06-04
995,3088,2023-11-20
3239,3843,2024-07-31
1672,2706,2024-02-28
1378,961,2024-04-28
2661,4454,2025-03-14
2803,3253,2024-04-05
1119,815,2023-09-20
4736,4711,2025-03-18
3593,164,2025-04-21
3692,1763,2024-03-21
2721,1992,2023-08-16
4300,1402,2025-04-28
2790,4544,2023-07-02
2969,4372,2023-09-11
2029,2235,2024-03-15
4787,4658,2024-04-07
2417,1226,2023-11-11
2689,1182,2025-01-11
2487,2127,2025-02-16
4315,59,2025-01-10
1429,3481,2025-02-17
2547,1956,2024-07-16
4797,666,2025-04-08
1612,4,2025-03-11
4288,373,2025-04-08
3852,2078,2024-06-29
4383,262,2024-06-12
2451,2068,2025-03-27
2051,2807,2024-07-29
4411,3659,2024-03-19
2015,2889,2024-10-20
2312,1582,2024-03-13
3849,3491,2024-04-06
3507,1971,2025-06-10
3439,3241,2025-03-14
3984,4395,2025-04-26
1607,4212,2025-03-18
2180,2063,2023-08-27
4645,654,2024-05-02
1469,4163,2024-01-01
4561,2916,2023-07-26
1378,1929,2024-07-22
2838,1706,2025-06-09
122,481,2024-07-28
1331,1471,2023-07-08
4556,2959,2025-05-08
1427,1643,2024-04-07
1320,4303,2024-12-06
3789,3442,2024-10-23
1238,2201,2023-07-27
3573,4578,2023-08-01
2564,1900,2024-06-01
2266,4630,2023-11-24
4094,219,2023-09-21
1349,2112,2024-06-07
463,4205,2025-01-14
4729,4717,2025-06-12
4141,3707,2024-01-28
223,3204,2024-06-03
2438,2836,2024-04-11
3096,4876,2025-05-19
1878,2108,2023-10-24
1354,4495,2024-12-19
4159,3515,2025-01-06
348,3174,2024-11-13
1261,481,2023-11-21
3639,2445,2023-07-02
4779,3197,2025-02-13
3011,1088,2024-12-01
3724,2001,2023-07-05
2659,1477,2025-06-25
4844,2670,2024-08-08
113,611,2025-04-21
2529,625,2024-04-08
4318,2400,2024-11-30
1006,2536,2024-11-12
3501,2559,2023-09-16
4038,3992,2024-12-10
1709,2423,2024-01-15
3011,4946,2025-06-26
2358,4373,2023-07-19
66,2628,2025-06-22
2344,4503,2023-11-27
744,1280,2023-12-24
1378,3521,2025-06-10
3196,4400,2024-05-21
2123,3609,2024-10-27
1137,2596,2024-02-09
3364,4923,2023-08-06
3405,3328,2025-01-11
1098,3768,2023-07-26
4484,4779,2023-10-28
736,286,2024-09-29
1598,2390,2024-06-27
4790,4263,2024-08-20
3916,2295,2023-10-30
4462,1305,2024-04-17
1343,2302,2024-05-07
565,3521,2023-08-26
1743,3538,2025-01-02
3220,495,2024-01-19
1889,4890,2024-02-11
1311,4065,2024-11-20
2424,949,2025-05-17
3202,2172,2024-05-18
1897,2646,2023-10-18
3433,2482,2024-07-19
2178,754,2024-01-19
3312,843,2024-08-10
4488,212,2025-06-23
4458,1495,2024-08-14
3419,4308,2025-03-23
1839,3447,2023-07-26
2340,3232,2023-12-14
3696,2648,2024-01-30
4211,3269,2024-01-06
4527,119,2025-05-10
2558,4238,2025-01-22
214,3101,2024-10-20
1607,4507,2023-10-22
2294,3008,2024-07-01
3644,2922,2025-02-04
2351,1528,2024-01-11
4197,4592,2024-04-07
2063,3031,2024-03-16
2116,4827,2025-02-18
3256,1360,2023-11-10
2090,4492,2024-05-10
1462,2388,2023-10-10
3768,21,2024-01-07
1320,4705,2025-03-24
878,323,2024-02-20
3831,602,2025-06-27
4271,1032,2024-09-13
3294,3468,2024-03-02
4551,498,2025-03-04
1526,1916,2023-10-04
1616,1121,2025-02-19
3738,2850,2025-06-24
1182,3820,2024-02-12
2651,1711,2024-12-06
2885,2302,2023-10-28
2691,2986,2023-10-04
1889,1085,2025-03-16
2209,2012,2023-11-25
3236,3408,2024-01-04
3241,2065,2023-08-02
981,3845,2023-09-29
354,4752,2025-06-19
2495,2732,2024-10-12
2705,2170,2024-01-31
3889,2953,2024-11-25
3283,2526,2023-11-13
2757,25,2024-06-13
838,1930,2024-09-06
1186,2609,2025-03-27
3224,2718,2024-07-16
1246,1843,2023-11-14
737,682,2025-06-21
4183,403,2025-01-23
2311,601,2024-08-17
3972,2320,2024-01-10
1090,1533,2025-06-13
2530,35,2025-05-25
3630,3763,2024-03-28
2257,4072,2025-02-01
1033,3220,2024-03-06
4581,1042,2024-01-30
4115,103,2024-05-26
2417,4324,2023-10-31
1868,1563,2024-07-31
808,4453,2023-09-29
1770,1703,2023-12-28
4425,888,2024-02-02
799,436,2024-10-02
4291,1528,2025-04-01
1489,1688,2025-01-24
4677,4101,2024-05-15
4731,4370,2024-11-28
3467,2249,2023-07-25
4001,1430,2023-07-01
4542,3434,2024-02-10
1179,22,2023-07-28
633,4643,2025-01-01
2223,2002,2025-03-22
839,4618,2024-01-03
1745,3969,2023-11-13
521,3499,2024-11-09
1824,121,2024-02-15
1808,2795,2023-11-05
136,2089,2024-04-23
386,2644,2024-03-26
3748,561,2024-02-13
1981,3655,2025-03-02
2678,4615,2024-06-05
2415,1341,2024-09-02
1187,1905,2025-03-07
998,3092,2024-09-28
4242,4534,2025-02-25
4777,1662,2024-01-30
4424,507,2024-03-17
284,2493,2025-05-23
3022,4652,2024-04-29
913,520,2023-09-20
4301,3676,2024-05-08
2385,3267,2024-08-13
2285,4807,2025-01-08
3009,272,2023-09-07
2647,1741,2024-12-29
4295,2525,2024-12-11
73,2644,2024-06-19
1070,3146,2024-10-07
1759,855,2024-03-07
1025,4155,2024-03-29
3925,3431,2024-03-14
1064,1495,2024-05-11
1021,4383,2025-06-25
4741,2870,2024-02-21
1924,1355,2023-12-01
2188,3503,2023-12-18
1710,4150,2024-09-14
3912,2125,2024-12-20
4190,2693,2025-05-14
2668,1866,2024-07-17
706,1048,2024-01-20
3643,2345,2025-02-28
2866,2243,2024-09-17
4376,1931,2024-03-22
2522,2342,2023-09-16
4558,878,2024-03-06
3924,3527,2024-09-18
3977,1663,2025-03-03
4311,3942,2024-09-18
1637,4133,2023-12-24
1492,4149,2023-12-01
4246,4796,2023-12-22
2170,322,2023-08-01
